yr,height,weight,bmi,gender
65+,163.5,65.11,24.36,1
65+,164.17,66.02,24.49,1
65+,163.69,65.67,24.51,1
65+,163.91,66.38,24.71,1
65+,163.62,66.65,24.89,1
65+,163.6,66.02,24.67,1
65+,163.39,66.22,24.8,1
65+,163.7,65.63,24.49,1
65+,163.89,66.5,24.76,1
65+,163.94,66.68,24.81,1
65+,163.88,66.44,24.74,1
65+,163.76,66.45,24.78,1
65+,163.63,66.11,24.69,1
65+,164.33,67.22,24.89,1
65+,163.61,65.56,24.49,1
65+,163.7,66.5,24.82,1
65+,164.18,66.86,24.81,1
65+,163.05,65.36,24.58,1
65+,163.32,65.8,24.67,1
0,66.08,7.48,17.13,0
0,65.12,7.08,16.71,0
0,68.09,7.82,16.87,0
0,68.93,7.62,16.03,0
0,66.8,7.87,17.63,0
0,69.43,7.85,16.29,0
0,68.51,8.08,17.22,0
0,67.46,7.51,16.5,0
0,67.55,7.74,16.96,0
0,69.18,8.05,16.83,0
0,69.47,8.14,16.87,0
0,68.4,7.77,16.61,0
0,68.65,7.94,16.85,0
0,67.26,7.5,16.57,0
0,67.7,7.59,16.57,0
0,68.52,7.79,16.59,0
0,68.52,7.93,16.88,0
0,66.64,7.31,16.45,0
0,67.78,8.04,17.51,0
0,68.57,7.82,16.64,0
0,69.48,7.96,16.48,0
0,69.41,8.45,17.54,0
0,69.6,8.22,16.97,0
0,66.04,7.31,16.77,0
0,65.66,7.48,17.35,0
0,69.19,8.02,16.75,0
0,70.42,8.07,16.27,0
0,66.9,7.58,16.95,0
0,66.56,7.3,16.48,0
0,71.77,8.85,17.19,0
0,68.54,7.56,16.1,0
0,67.0,7.74,17.25,0
0,65.92,7.48,17.21,0
0,68.03,7.53,16.28,0
0,67.04,7.8,17.36,0
0,66.91,7.45,16.63,0
0,67.25,7.56,16.72,0
0,68.21,7.92,17.01,0
0,70.45,8.5,17.13,0
0,69.56,7.83,16.19,0
0,68.95,7.87,16.56,0
0,68.25,7.75,16.64,0
0,67.32,7.65,16.89,0
0,69.98,8.32,17.0,0
0,68.76,7.99,16.91,0
1,79.75,10.49,16.49,0
1,79.67,10.25,16.15,0
1,78.94,9.87,15.83,0
1,78.58,10.36,16.78,0
1,79.59,10.47,16.52,0
1,79.55,10.37,16.39,0
1,78.58,10.2,16.51,0
1,80.88,10.84,16.57,0
1,79.56,10.06,15.89,0
1,80.43,10.6,16.38,0
1,80.14,10.38,16.16,0
1,78.78,10.18,16.4,0
1,79.33,10.4,16.52,0
1,80.59,10.73,16.52,0
1,81.39,10.46,15.79,0
1,79.01,10.26,16.43,0
1,80.5,10.62,16.39,0
1,79.76,10.43,16.39,0
1,78.22,10.06,16.43,0
1,79.35,10.29,16.34,0
1,80.92,10.75,16.41,0
1,79.92,10.27,16.08,0
1,78.21,9.89,16.17,0
1,78.42,9.95,16.19,0
1,81.03,10.63,16.19,0
1,80.6,10.55,16.24,0
1,79.87,10.62,16.64,0
1,81.98,11.01,16.39,0
1,79.92,10.17,15.93,0
1,81.65,10.88,16.32,0
1,80.81,10.58,16.2,0
1,79.51,10.22,16.16,0
1,79.35,10.51,16.69,0
1,80.09,10.36,16.14,0
1,80.42,10.33,15.97,0
1,80.25,10.19,15.82,0
1,80.92,10.85,16.57,0
1,80.21,10.65,16.55,0
1,78.63,10.09,16.32,0
1,80.3,10.45,16.21,0
1,80.45,10.48,16.19,0
1,78.99,10.35,16.59,0
1,80.81,10.54,16.14,0
1,80.34,10.59,16.41,0
1,78.6,9.79,15.85,0
1,80.21,10.35,16.09,0
1,78.66,10.18,16.45,0
1,78.78,10.05,16.19,0
1,79.91,10.35,16.21,0
1,79.52,10.2,16.12,0
1,78.81,9.84,15.84,0
1,78.46,9.86,16.02,0
1,80.25,10.47,16.26,0
1,80.63,10.48,16.12,0
1,79.49,10.47,16.57,0
1,78.34,10.04,16.35,0
1,78.27,9.97,16.28,0
1,81.42,11.03,16.63,0
1,78.65,9.98,16.14,0
1,81.09,10.82,16.46,0
1,80.52,10.6,16.34,0
2,90.51,12.77,15.59,0
2,93.17,13.57,15.63,0
2,90.88,12.92,15.64,0
2,91.78,13.15,15.62,0
2,90.41,12.8,15.66,0
2,92.07,13.22,15.6,0
2,91.26,12.94,15.54,0
2,90.66,12.83,15.61,0
2,92.93,13.46,15.58,0
2,91.28,13.06,15.68,0
2,89.18,12.37,15.55,0
2,92.15,13.28,15.64,0
2,90.53,12.71,15.51,0
2,90.36,12.68,15.53,0
2,91.3,13.1,15.72,0
2,91.03,12.85,15.5,0
2,89.53,12.45,15.53,0
2,90.28,12.67,15.55,0
2,91.6,13.19,15.72,0
2,90.62,12.84,15.63,0
2,90.48,12.76,15.59,0
2,90.96,12.87,15.55,0
2,91.46,13.01,15.55,0
2,89.89,12.74,15.77,0
2,91.61,13.15,15.66,0
2,91.89,13.08,15.49,0
2,91.07,12.94,15.6,0
2,91.41,13.03,15.59,0
2,89.97,12.7,15.69,0
2,90.83,12.92,15.67,0
2,92.05,13.12,15.49,0
2,90.52,12.69,15.49,0
2,90.65,12.79,15.56,0
2,90.07,12.64,15.57,0
2,92.36,13.38,15.69,0
2,91.49,12.98,15.5,0
2,90.85,12.9,15.62,0
2,91.59,13.14,15.66,0
2,90.21,12.73,15.64,0
2,91.57,12.91,15.4,0
2,91.53,13.13,15.67,0
2,91.01,13.06,15.77,0
2,91.27,12.93,15.52,0
2,91.88,13.19,15.63,0
2,91.23,12.97,15.59,0
2,90.5,12.78,15.6,0
2,91.29,12.98,15.58,0
2,89.96,12.61,15.58,0
2,91.16,12.99,15.63,0
3,97.96,14.78,15.41,0
3,97.06,14.71,15.62,0
3,99.66,15.17,15.27,0
3,98.6,14.9,15.33,0
3,98.92,14.98,15.31,0
3,99.79,14.9,14.96,0
3,98.9,14.95,15.29,0
3,96.2,14.14,15.27,0
3,98.72,14.72,15.11,0
3,99.32,15.14,15.35,0
3,99.3,15.06,15.28,0
3,98.19,14.7,15.25,0
3,99.39,15.33,15.52,0
3,98.79,14.77,15.13,0
3,97.85,14.53,15.18,0
3,99.38,15.15,15.34,0
3,99.29,15.01,15.22,0
3,98.66,14.96,15.37,0
3,98.91,14.82,15.15,0
3,98.0,14.63,15.24,0
3,99.41,15.03,15.21,0
3,97.99,14.47,15.07,0
3,99.02,15.07,15.37,0
3,99.75,15.2,15.27,0
3,99.62,15.29,15.41,0
3,99.26,14.76,14.99,0
3,98.77,14.85,15.23,0
3,98.29,14.8,15.32,0
3,99.05,15.12,15.41,0
3,99.92,15.32,15.35,0
3,97.71,14.92,15.63,0
3,98.72,15.08,15.47,0
3,96.83,14.51,15.47,0
3,98.87,14.9,15.25,0
3,97.96,14.4,15.01,0
3,99.62,15.05,15.16,0
3,98.14,14.67,15.23,0
3,98.54,14.98,15.43,0
3,98.08,14.88,15.46,0
3,98.39,14.74,15.23,0
3,100.34,15.68,15.57,0
3,98.01,14.79,15.39,0
3,98.46,14.79,15.25,0
3,99.75,15.39,15.47,0
3,97.4,14.68,15.47,0
3,98.86,14.79,15.14,0
3,100.27,15.32,15.24,0
3,99.59,15.25,15.37,0
3,99.53,15.03,15.17,0
3,99.4,15.12,15.31,0
3,98.66,14.84,15.25,0
3,100.11,15.24,15.21,0
3,99.95,15.09,15.1,0
3,99.03,15.01,15.31,0
3,98.86,14.99,15.34,0
3,100.26,15.28,15.2,0
3,98.34,15.05,15.56,0
3,98.2,14.86,15.41,0
3,99.17,15.21,15.46,0
3,98.51,14.88,15.33,0
3,99.0,15.2,15.51,0
3,100.26,15.34,15.26,0
3,98.59,14.94,15.38,0
3,98.25,14.94,15.48,0
3,99.14,15.05,15.31,0
4,104.11,16.61,15.32,0
4,105.15,16.62,15.03,0
4,105.0,16.47,14.94,0
4,106.99,17.6,15.38,0
4,106.09,17.31,15.38,0
4,104.5,16.56,15.17,0
4,105.48,16.72,15.03,0
4,103.44,16.2,15.14,0
4,104.07,16.61,15.34,0
4,104.84,16.37,14.89,0
4,104.7,16.43,14.99,0
4,106.05,17.03,15.14,0
4,104.83,16.58,15.09,0
4,105.77,17.02,15.21,0
4,106.14,16.97,15.07,0
4,104.55,16.76,15.33,0
4,105.54,17.1,15.35,0
4,105.31,16.75,15.1,0
4,104.25,16.35,15.04,0
4,106.17,16.63,14.75,0
4,105.29,16.49,14.88,0
4,106.37,16.94,14.97,0
4,106.17,16.97,15.05,0
4,103.58,16.17,15.08,0
4,105.0,16.81,15.25,0
4,103.8,16.54,15.35,0
4,104.38,16.54,15.18,0
4,105.38,16.54,14.9,0
4,105.3,17.18,15.49,0
4,105.04,16.96,15.37,0
4,105.3,15.9,14.34,0
4,105.67,16.84,15.08,0
4,106.52,17.36,15.3,0
4,104.35,16.35,15.01,0
4,104.97,16.61,15.07,0
4,105.67,17.19,15.4,0
4,105.2,16.66,15.05,0
4,105.64,16.73,14.99,0
4,105.42,16.74,15.06,0
4,105.38,16.9,15.22,0
4,105.75,16.32,14.59,0
4,104.99,16.3,14.78,0
4,105.47,16.63,14.95,0
4,104.98,16.7,15.15,0
4,105.65,16.65,14.92,0
4,105.79,16.65,14.87,0
4,105.06,16.86,15.28,0
4,103.61,16.42,15.29,0
4,106.68,17.42,15.31,0
4,104.53,16.49,15.09,0
4,104.9,16.65,15.13,0
4,105.79,17.11,15.29,0
4,105.14,17.01,15.39,0
4,106.51,17.33,15.27,0
4,105.8,17.05,15.23,0
4,105.25,16.62,15.0,0
4,105.19,16.6,15.0,0
4,105.32,16.94,15.28,0
4,104.47,16.6,15.21,0
4,105.06,17.04,15.44,0
4,104.35,16.91,15.53,0
4,104.81,16.56,15.07,0
4,104.32,16.38,15.05,0
4,106.97,17.08,14.92,0
4,105.4,16.92,15.23,0
4,103.26,16.77,15.73,0
4,104.53,16.79,15.36,0
4,103.87,16.8,15.57,0
4,105.42,16.91,15.21,0
4,104.08,16.49,15.22,0
4,106.08,16.8,14.93,0
4,104.57,16.81,15.37,0
4,106.49,17.18,15.15,0
4,104.42,16.67,15.29,0
4,104.86,16.62,15.12,0
4,104.37,16.5,15.15,0
4,104.36,16.27,14.94,0
4,105.12,16.95,15.34,0
4,105.42,16.35,14.71,0
4,106.23,16.84,14.92,0
4,105.63,16.58,14.86,0
4,105.23,16.59,14.98,0
4,105.98,17.03,15.16,0
4,104.67,16.7,15.24,0
4,105.37,16.55,14.91,0
4,105.58,16.83,15.1,0
4,105.28,16.88,15.23,0
4,106.13,17.12,15.21,0
4,104.39,16.14,14.81,0
4,104.36,16.34,15.0,0
4,105.36,16.47,14.83,0
4,105.58,16.87,15.14,0
4,104.94,16.59,15.06,0
4,106.36,17.19,15.19,0
4,105.99,16.73,14.9,0
4,104.87,16.2,14.73,0
5,113.2,19.78,15.43,0
5,111.94,18.72,14.94,0
5,113.51,19.71,15.3,0
5,113.24,18.99,14.81,0
5,113.92,20.02,15.43,0
5,112.95,19.79,15.51,0
5,111.64,19.2,15.4,0
5,112.25,19.18,15.22,0
5,111.96,18.71,14.93,0
5,111.45,19.06,15.34,0
5,112.34,19.4,15.37,0
5,113.1,19.17,14.99,0
5,112.59,19.15,15.1,0
5,112.99,19.74,15.46,0
5,113.61,19.37,15.0,0
5,112.51,19.79,15.63,0
5,112.59,19.93,15.72,0
5,112.92,20.05,15.73,0
5,114.28,20.27,15.52,0
5,113.23,18.81,14.67,0
5,111.83,19.43,15.54,0
5,111.94,18.82,15.02,0
5,112.04,19.42,15.47,0
5,113.63,19.63,15.21,0
5,112.92,19.35,15.17,0
5,113.74,20.0,15.46,0
5,113.08,19.82,15.5,0
5,113.1,19.83,15.5,0
5,112.5,18.99,15.0,0
5,112.1,19.08,15.18,0
5,111.81,19.22,15.38,0
5,112.8,19.96,15.69,0
5,111.61,18.43,14.8,0
5,112.17,18.5,14.7,0
5,114.52,19.98,15.23,0
5,112.25,18.54,14.72,0
5,112.87,19.68,15.45,0
5,113.04,20.36,15.93,0
5,112.43,19.53,15.45,0
5,111.78,18.52,14.82,0
5,113.59,19.75,15.3,0
5,112.57,19.69,15.53,0
5,111.53,18.63,14.97,0
5,112.19,19.44,15.45,0
5,113.29,19.79,15.42,0
5,113.95,20.23,15.58,0
5,114.27,19.7,15.08,0
5,111.93,18.76,14.97,0
5,112.83,19.23,15.11,0
5,113.53,20.62,16.0,0
5,112.0,19.7,15.7,0
5,112.28,18.88,14.97,0
5,112.68,19.51,15.36,0
5,111.68,19.18,15.38,0
5,113.43,19.78,15.37,0
5,112.45,19.68,15.56,0
5,113.71,19.38,14.99,0
5,112.17,18.62,14.8,0
5,112.79,19.4,15.25,0
5,113.21,19.12,14.92,0
5,113.1,19.17,14.99,0
5,111.46,18.54,14.92,0
5,112.27,19.27,15.29,0
5,112.1,19.47,15.49,0
5,111.04,18.82,15.27,0
5,114.43,20.44,15.61,0
5,112.86,19.01,14.92,0
5,112.1,19.06,15.17,0
5,114.47,19.48,14.87,0
5,111.88,19.07,15.24,0
5,113.72,18.81,14.55,0
5,111.2,19.32,15.63,0
5,112.47,19.15,15.14,0
5,112.69,19.78,15.58,0
5,114.86,19.79,15.0,0
5,112.7,19.08,15.03,0
5,113.49,19.71,15.3,0
5,111.35,18.91,15.25,0
5,112.31,19.02,15.08,0
5,111.25,18.72,15.12,0
5,110.72,18.62,15.19,0
5,112.63,19.42,15.31,0
5,111.89,18.88,15.08,0
5,110.76,18.28,14.9,0
5,111.94,19.27,15.38,0
5,112.69,19.36,15.24,0
5,111.82,19.54,15.63,0
5,112.67,18.77,14.79,0
5,112.53,18.85,14.89,0
5,112.76,19.39,15.25,0
5,113.03,19.46,15.23,0
5,112.87,19.57,15.36,0
5,112.96,19.74,15.47,0
5,112.92,19.55,15.33,0
5,113.98,19.17,14.76,0
5,112.52,19.46,15.37,0
5,112.9,18.9,14.83,0
5,112.48,19.67,15.55,0
5,112.69,19.56,15.41,0
5,112.48,19.18,15.16,0
5,111.69,18.86,15.12,0
5,113.16,19.12,14.93,0
5,111.4,18.82,15.17,0
6,120.17,22.45,15.55,0
6,118.0,21.85,15.69,0
6,117.94,21.37,15.36,0
6,117.8,21.86,15.75,0
6,118.35,22.1,15.78,0
6,118.99,22.42,15.83,0
6,118.99,22.62,15.98,0
6,117.42,22.5,16.32,0
6,117.43,21.4,15.52,0
6,116.61,21.41,15.74,0
6,115.78,21.23,15.84,0
6,118.93,21.98,15.54,0
6,118.14,22.56,16.16,0
6,117.75,22.7,16.37,0
6,117.97,21.57,15.5,0
6,119.01,22.48,15.87,0
6,118.48,22.84,16.27,0
6,117.2,22.22,16.17,0
6,116.95,21.43,15.67,0
6,118.16,22.5,16.12,0
6,118.06,21.61,15.5,0
6,116.7,21.01,15.43,0
6,117.22,21.65,15.76,0
6,118.94,22.54,15.93,0
6,117.43,21.47,15.57,0
6,117.32,21.28,15.46,0
6,116.66,21.31,15.66,0
6,117.34,21.85,15.87,0
6,117.89,21.92,15.77,0
6,117.42,21.72,15.75,0
6,119.04,22.37,15.79,0
6,117.41,21.43,15.54,0
6,119.01,22.49,15.88,0
6,117.97,21.7,15.59,0
6,118.32,21.42,15.3,0
6,119.58,23.3,16.3,0
6,118.26,22.16,15.84,0
6,118.05,21.24,15.24,0
6,117.19,20.41,14.86,0
6,117.5,21.08,15.27,0
6,117.44,21.47,15.57,0
6,116.72,22.28,16.35,0
6,117.42,21.61,15.68,0
6,117.79,21.04,15.17,0
6,118.18,21.71,15.54,0
6,117.24,22.1,16.08,0
6,118.1,21.66,15.53,0
6,118.79,22.34,15.83,0
6,117.35,21.08,15.31,0
6,117.25,21.11,15.36,0
6,118.5,22.55,16.06,0
6,118.57,22.34,15.89,0
6,116.64,21.16,15.56,0
6,116.97,21.98,16.06,0
6,117.85,21.81,15.7,0
6,119.07,21.68,15.29,0
6,117.74,21.44,15.46,0
6,118.38,22.44,16.02,0
6,117.38,21.99,15.96,0
6,117.66,22.1,15.96,0
6,117.45,20.83,15.1,0
6,117.29,21.57,15.68,0
6,119.58,23.38,16.35,0
6,118.03,21.6,15.5,0
6,118.5,21.51,15.32,0
6,117.94,22.47,16.15,0
6,117.54,21.57,15.61,0
6,117.46,21.44,15.54,0
6,117.63,21.97,15.88,0
6,119.12,23.41,16.5,0
6,118.85,21.16,14.98,0
6,117.63,22.14,16.0,0
6,116.95,21.84,15.97,0
6,119.08,22.45,15.83,0
6,116.65,21.12,15.52,0
6,118.3,21.86,15.62,0
6,118.02,21.37,15.34,0
6,118.56,22.51,16.01,0
6,117.44,21.57,15.64,0
6,118.89,22.36,15.82,0
6,119.12,22.33,15.74,0
6,118.45,21.68,15.45,0
6,117.51,21.96,15.9,0
6,117.16,21.24,15.47,0
6,118.12,21.61,15.49,0
6,119.11,23.1,16.28,0
6,118.78,21.77,15.43,0
6,118.27,21.16,15.13,0
6,117.66,21.14,15.27,0
6,117.13,21.59,15.74,0
6,118.94,22.56,15.95,0
6,118.78,21.81,15.46,0
6,117.46,21.94,15.9,0
6,117.87,21.79,15.68,0
6,118.26,21.72,15.53,0
6,119.3,21.94,15.42,0
6,116.97,22.03,16.1,0
6,118.79,21.98,15.57,0
6,118.83,21.94,15.54,0
6,117.63,22.56,16.31,0
6,118.24,23.2,16.6,0
6,117.02,21.75,15.88,0
6,117.7,21.86,15.78,0
6,118.45,21.24,15.14,0
6,117.55,20.85,15.09,0
7,121.77,22.85,15.41,0
7,122.31,22.95,15.34,0
7,123.47,23.89,15.67,0
7,122.77,23.58,15.64,0
7,123.1,24.35,16.07,0
7,123.2,23.4,15.42,0
7,121.9,22.84,15.37,0
7,123.41,23.56,15.47,0
7,123.94,23.65,15.4,0
7,123.51,24.04,15.76,0
7,124.25,23.16,15.01,0
7,123.73,22.63,14.78,0
7,124.56,24.14,15.56,0
7,122.26,23.83,15.94,0
7,123.99,23.94,15.57,0
7,121.54,22.82,15.45,0
7,120.96,22.61,15.45,0
7,122.97,23.46,15.51,0
7,123.64,23.32,15.26,0
7,122.27,23.29,15.58,0
7,124.17,23.66,15.35,0
7,122.25,22.81,15.26,0
7,126.08,24.6,15.48,0
7,124.13,23.85,15.48,0
7,123.68,23.63,15.45,0
7,121.3,22.67,15.41,0
7,123.88,23.68,15.43,0
7,123.12,23.85,15.74,0
7,123.34,23.12,15.2,0
7,121.07,23.12,15.77,0
7,123.09,23.12,15.26,0
7,124.34,23.34,15.09,0
7,121.79,23.36,15.75,0
7,124.23,24.0,15.55,0
7,123.08,24.14,15.94,0
7,123.59,23.61,15.46,0
7,123.01,23.5,15.53,0
7,123.06,23.6,15.58,0
7,123.41,23.38,15.35,0
7,122.63,22.52,14.98,0
7,123.03,22.86,15.1,0
7,122.21,23.7,15.87,0
7,124.19,24.21,15.69,0
7,122.78,23.71,15.73,0
7,124.92,23.63,15.15,0
7,122.75,23.11,15.34,0
7,122.96,22.83,15.1,0
7,123.67,23.54,15.39,0
7,124.51,24.39,15.73,0
7,125.01,24.71,15.81,0
7,122.42,23.26,15.52,0
7,122.67,23.14,15.38,0
7,121.98,23.05,15.49,0
7,122.22,23.49,15.72,0
7,122.55,23.23,15.47,0
7,124.71,23.61,15.18,0
7,120.75,22.11,15.16,0
7,120.69,22.86,15.69,0
7,123.26,23.75,15.63,0
7,123.99,24.11,15.68,0
7,124.21,24.09,15.62,0
7,123.05,23.12,15.27,0
7,122.29,22.6,15.11,0
7,122.31,22.93,15.33,0
7,122.22,23.5,15.73,0
7,123.35,23.57,15.49,0
7,123.13,22.76,15.01,0
7,122.19,23.06,15.45,0
7,122.26,23.35,15.62,0
7,125.59,24.64,15.62,0
7,123.17,23.33,15.38,0
7,121.48,23.23,15.74,0
7,120.95,22.9,15.66,0
7,123.66,24.08,15.75,0
7,121.64,22.75,15.37,0
7,123.29,23.44,15.42,0
7,120.79,22.93,15.72,0
7,123.89,23.79,15.5,0
7,124.03,23.82,15.48,0
7,122.17,23.41,15.69,0
7,121.15,23.19,15.8,0
7,123.85,23.77,15.5,0
7,122.99,22.8,15.07,0
7,123.52,23.84,15.63,0
7,122.48,22.87,15.25,0
7,121.73,22.77,15.37,0
7,122.57,22.8,15.18,0
7,123.23,23.92,15.75,0
7,123.65,24.32,15.91,0
7,122.1,23.06,15.47,0
7,121.78,22.08,14.89,0
7,124.09,23.69,15.39,0
7,122.75,22.4,14.86,0
7,123.9,22.88,14.9,0
8,130.66,28.74,16.84,0
8,131.1,29.97,17.44,0
8,131.04,29.87,17.4,0
8,130.55,29.2,17.14,0
8,130.07,26.26,15.52,0
8,131.13,28.13,16.36,0
8,129.52,27.0,16.1,0
8,130.01,28.65,16.95,0
8,130.88,29.54,17.25,0
8,129.65,28.92,17.2,0
8,130.23,28.0,16.51,0
8,130.89,29.23,17.06,0
8,130.45,27.03,15.88,0
8,130.69,28.19,16.5,0
8,130.74,27.66,16.18,0
8,130.57,27.38,16.06,0
8,130.48,26.18,15.38,0
8,130.3,29.5,17.37,0
8,130.24,28.33,16.7,0
8,130.37,27.94,16.44,0
8,130.86,28.32,16.54,0
8,129.85,26.85,15.93,0
8,132.03,30.33,17.4,0
8,130.36,27.5,16.18,0
8,130.44,30.74,18.07,0
8,130.83,27.92,16.31,0
8,129.84,26.79,15.89,0
8,130.56,27.32,16.03,0
8,131.01,27.67,16.12,0
8,130.2,28.35,16.73,0
8,129.73,28.09,16.69,0
8,130.21,28.16,16.61,0
8,130.12,29.74,17.56,0
8,131.03,28.79,16.77,0
8,130.27,29.65,17.47,0
8,130.71,27.49,16.09,0
8,130.23,28.93,17.06,0
8,130.97,30.36,17.7,0
8,130.13,26.87,15.87,0
8,130.83,27.99,16.35,0
8,130.4,28.4,16.7,0
8,130.56,27.44,16.1,0
8,130.36,28.33,16.67,0
8,130.57,27.49,16.12,0
8,130.52,29.38,17.25,0
8,131.41,26.76,15.5,0
8,130.34,27.08,15.94,0
8,131.08,28.11,16.36,0
8,130.2,27.32,16.12,0
8,130.92,28.77,16.78,0
8,130.31,28.05,16.52,0
8,131.64,29.62,17.09,0
8,130.59,28.36,16.63,0
8,130.7,29.36,17.19,0
8,130.17,29.01,17.12,0
8,129.63,28.08,16.71,0
8,130.06,28.64,16.93,0
8,130.54,28.06,16.47,0
8,130.58,27.55,16.16,0
8,129.69,28.78,17.11,0
8,130.96,29.07,16.95,0
8,129.22,29.62,17.74,0
8,130.61,27.87,16.34,0
8,130.82,28.3,16.53,0
8,129.91,26.78,15.87,0
8,131.47,28.66,16.58,0
8,130.89,28.73,16.77,0
8,130.55,28.62,16.79,0
8,130.41,28.6,16.82,0
8,130.16,28.97,17.1,0
8,130.92,28.18,16.44,0
8,130.81,27.99,16.35,0
8,130.64,27.9,16.35,0
8,130.01,27.68,16.38,0
8,130.4,27.51,16.18,0
8,129.83,28.42,16.86,0
8,129.69,27.94,16.61,0
8,129.92,27.39,16.23,0
8,132.05,29.12,16.7,0
8,129.93,28.14,16.67,0
8,130.13,29.56,17.45,0
8,130.98,30.46,17.75,0
8,130.83,28.37,16.58,0
8,130.77,29.2,17.07,0
8,130.94,27.96,16.31,0
8,130.55,28.22,16.56,0
8,131.06,27.89,16.24,0
8,130.35,27.95,16.45,0
8,130.79,27.5,16.08,0
8,131.5,28.3,16.37,0
8,129.57,28.44,16.94,0
8,131.14,28.34,16.48,0
8,130.31,28.63,16.86,0
8,131.0,28.68,16.71,0
8,129.78,27.42,16.28,0
8,130.56,28.31,16.61,0
8,130.48,29.26,17.19,0
8,129.54,27.76,16.54,0
8,131.3,28.58,16.58,0
8,131.53,28.26,16.33,0
8,129.94,28.06,16.62,0
8,130.29,27.89,16.43,0
8,130.49,28.53,16.76,0
8,131.38,27.25,15.79,0
8,130.74,27.61,16.15,0
8,130.89,29.07,16.97,0
8,130.82,30.17,17.63,0
8,130.35,26.97,15.87,0
8,129.51,27.91,16.64,0
8,129.21,28.13,16.85,0
8,130.41,27.6,16.23,0
8,130.38,28.03,16.49,0
8,130.38,28.65,16.85,0
8,130.97,28.28,16.49,0
9,138.19,32.47,17.0,0
9,138.82,32.39,16.81,0
9,136.76,31.55,16.87,0
9,138.46,33.16,17.3,0
9,135.8,30.9,16.76,0
9,137.57,31.3,16.54,0
9,137.92,32.67,17.17,0
9,137.23,31.77,16.87,0
9,137.91,31.84,16.74,0
9,137.9,31.81,16.73,0
9,136.04,29.93,16.17,0
9,136.3,33.04,17.79,0
9,135.62,31.05,16.88,0
9,139.37,31.8,16.37,0
9,136.91,32.42,17.3,0
9,139.36,32.96,16.97,0
9,138.09,32.04,16.8,0
9,135.9,31.31,16.95,0
9,138.09,30.9,16.2,0
9,140.42,33.7,17.09,0
9,138.57,33.03,17.2,0
9,138.62,31.41,16.35,0
9,137.35,32.11,17.02,0
9,138.22,33.13,17.34,0
9,136.98,31.45,16.76,0
9,137.38,31.27,16.57,0
9,139.13,32.73,16.91,0
9,135.4,30.19,16.47,0
9,137.04,31.43,16.73,0
9,138.72,33.65,17.49,0
9,137.54,29.9,15.8,0
9,137.63,31.03,16.38,0
9,138.23,32.91,17.22,0
9,138.67,31.73,16.5,0
9,139.13,33.1,17.1,0
9,136.34,31.49,16.94,0
9,136.76,30.71,16.42,0
9,137.02,32.16,17.13,0
9,140.0,33.74,17.21,0
9,138.03,31.04,16.29,0
9,135.95,30.85,16.69,0
9,137.54,31.35,16.57,0
9,137.39,32.93,17.44,0
9,137.5,31.82,16.83,0
9,136.74,30.51,16.32,0
9,138.57,32.57,16.96,0
9,137.94,33.31,17.51,0
9,138.38,32.03,16.73,0
9,139.8,33.23,17.0,0
9,136.62,31.28,16.76,0
9,138.89,32.13,16.66,0
9,137.2,32.15,17.08,0
9,138.77,33.19,17.24,0
9,138.89,32.54,16.87,0
9,136.3,32.46,17.47,0
9,135.57,30.68,16.69,0
9,139.15,32.66,16.87,0
9,138.61,31.66,16.48,0
9,138.77,32.69,16.97,0
9,139.34,33.88,17.45,0
9,137.82,31.52,16.6,0
9,137.6,30.79,16.26,0
9,137.23,31.85,16.92,0
9,135.86,31.61,17.13,0
9,138.8,31.03,16.11,0
9,135.91,30.71,16.62,0
9,138.22,34.07,17.83,0
9,137.84,30.94,16.29,0
9,138.36,32.04,16.74,0
9,136.21,31.43,16.94,0
9,137.79,31.84,16.77,0
9,137.71,30.24,15.95,0
9,137.89,31.6,16.62,0
9,138.08,32.49,17.04,0
9,137.66,32.17,16.98,0
9,137.58,32.89,17.38,0
9,137.27,31.29,16.61,0
9,137.32,30.71,16.29,0
9,137.15,32.2,17.12,0
9,138.44,32.22,16.81,0
9,139.67,32.6,16.71,0
9,137.39,31.4,16.63,0
9,136.93,32.51,17.34,0
9,137.32,32.14,17.04,0
9,139.84,32.46,16.6,0
9,138.38,32.95,17.21,0
9,136.43,31.83,17.1,0
9,138.23,32.15,16.83,0
9,139.04,32.31,16.71,0
9,139.3,32.45,16.72,0
9,138.12,31.95,16.75,0
9,136.97,31.84,16.97,0
9,137.57,31.38,16.58,0
9,137.79,31.81,16.76,0
9,137.61,32.13,16.97,0
9,137.75,31.22,16.46,0
9,137.58,33.38,17.64,0
9,136.39,31.47,16.92,0
9,137.77,31.1,16.39,0
9,135.01,30.61,16.79,0
9,139.12,32.66,16.88,0
9,138.57,31.73,16.52,0
9,137.72,31.86,16.8,0
9,137.46,32.44,17.17,0
9,137.25,31.52,16.73,0
9,139.75,33.98,17.4,0
9,138.11,32.39,16.98,0
9,137.24,32.74,17.38,0
10,144.51,37.99,18.19,0
10,145.1,38.2,18.14,0
10,142.85,36.53,17.9,0
10,144.57,37.64,18.01,0
10,146.33,37.68,17.6,0
10,142.4,35.63,17.57,0
10,144.03,35.67,17.2,0
10,142.02,37.0,18.34,0
10,142.48,35.91,17.69,0
10,142.76,38.06,18.68,0
10,142.01,37.2,18.45,0
10,144.28,36.5,17.53,0
10,145.37,36.11,17.09,0
